text,crowdflower_detail,annotator_vote,annotator_num,negative_crowdflower,negative_self_label,distortion_yn,quote,magnitude,distortion.category,Positive,Negative,userid
"/And that guy's obviously fantasising about his boyfriend. can tell from that little smile he's doing./"" /""That's not telepathy",yes,3,3,yes,No,no,,NA,,3,-1,eaeabcfe25866f0455d349bae2450d88
"/And that guy's obviously fantasising about his boyfriend. can tell from that little smile he's doing./"" /""That's not telepathy",mixed,0,3,yes,No,no,,NA,,3,-1,eaeabcfe25866f0455d349bae2450d88
"/Basically am one of those people who cannot bear to be anywhere and are happy only between places./"" - Thomas Bernhard",mixed,0,3,no,yes,yes,y,2,discounting positive,2,-1,0e3fdb89c7706b13891170ab2a9017c7
"/Basically am one of those people who cannot bear to be anywhere and are happy only between places./"" - Thomas Bernhard",no,2,3,no,yes,yes,y,2,discounting positive,2,-1,0e3fdb89c7706b13891170ab2a9017c7
"/Basically am one of those people who cannot bear to be anywhere and are happy only between places./"" - Thomas Bernhard",yes,1,3,no,yes,yes,y,2,discounting positive,2,-1,0e3fdb89c7706b13891170ab2a9017c7
"/Blackbird singing in the dead of night take these broken wings and learn to fly. all your life you were only waiting for this moment to arise./""""",mixed,0,3,yes,No,no,,NA,,1,-3,97f81977a2a65e27bfc41ff2e3f6591e
"/Blackbird singing in the dead of night take these broken wings and learn to fly. all your life you were only waiting for this moment to arise./""""",no,1,3,yes,No,no,,NA,,1,-3,97f81977a2a65e27bfc41ff2e3f6591e
"/Blackbird singing in the dead of night take these broken wings and learn to fly. all your life you were only waiting for this moment to arise./""""",yes,2,3,yes,No,no,,NA,,1,-3,97f81977a2a65e27bfc41ff2e3f6591e
"/hahah! Gaucamole sounds like fancy way of saying mole. So when you say my gaucamole fell off my chip.../"" dinnertime is so amazing(:""",no,0,3,yes,No,no,,NA,,3,-1,6262f9ea246e00408561aa9a73c49175
"/hahah! Gaucamole sounds like fancy way of saying mole. So when you say my gaucamole fell off my chip.../"" dinnertime is so amazing(:""",mixed,0,3,yes,No,no,,NA,,3,-1,6262f9ea246e00408561aa9a73c49175
"/hahah! Gaucamole sounds like fancy way of saying mole. So when you say my gaucamole fell off my chip.../"" dinnertime is so amazing(:""",yes,3,3,yes,No,no,,NA,,3,-1,6262f9ea246e00408561aa9a73c49175
"/I am the one. am the one who will straighten all that is wrong. am the one you will all hear about someday. ...Someday.../"" -E.A.W. inspired by Dragon Age Origins OST""",yes,1,3,no,No,no,,NA,,3,-2,0724fe854bd455061ba84efecdeff469
"/I am the one. am the one who will straighten all that is wrong. am the one you will all hear about someday. ...Someday.../"" -E.A.W. inspired by Dragon Age Origins OST""",mixed,0,3,no,No,no,,NA,,3,-2,0724fe854bd455061ba84efecdeff469
"/I am the one. am the one who will straighten all that is wrong. am the one you will all hear about someday. ...Someday.../"" -E.A.W. inspired by Dragon Age Origins OST""",no,2,3,no,No,no,,NA,,3,-2,0724fe854bd455061ba84efecdeff469
"/Kill everyone! Condone first degree murder! Advocate cannibalism! Eat shit! Filth are my politics! Filth is my life! Take whatever you like!/"" - Divine < """,yes,3,3,yes,yes,yes,y,5,negative filter,3,-5,ab46b30d5f936aa0c0749b9fc45db42f
"/Kill everyone! Condone first degree murder! Advocate cannibalism! Eat shit! Filth are my politics! Filth is my life! Take whatever you like!/"" - Divine < """,mixed,0,3,yes,yes,yes,y,5,negative filter,3,-5,ab46b30d5f936aa0c0749b9fc45db42f
"/Kill everyone! Condone first degree murder! Advocate cannibalism! Eat shit! Filth are my politics! Filth is my life! Take whatever you like!/"" - Divine < """,no,0,3,yes,yes,yes,y,5,negative filter,3,-5,ab46b30d5f936aa0c0749b9fc45db42f
"/Making the decision to have child is momentous. It is to decide forever to have your heart go walking around outside your body./"" ~Elizabeth Stone""",no,0,3,yes,No,no,,NA,,3,-1,29cda473b52e1c75fbfe958ed3aec565
"/Making the decision to have child is momentous. It is to decide forever to have your heart go walking around outside your body./"" ~Elizabeth Stone""",yes,3,3,yes,No,no,,NA,,3,-1,29cda473b52e1c75fbfe958ed3aec565
"/Making the decision to have child is momentous. It is to decide forever to have your heart go walking around outside your body./"" ~Elizabeth Stone""",mixed,0,3,yes,No,no,,NA,,3,-1,29cda473b52e1c75fbfe958ed3aec565
"/Matthew's gonna be our next black president./"" - Victor Samuel P??rez If was president: . Marijuana & prostitution was legalized. . Immigration laws would be destroyed. . George Bush would hate me forever.""",mixed,1,3,yes,yes,no,,2,,1,-3,1789589a6d2bba0f09d768f8f3445be5
"/Matthew's gonna be our next black president./"" - Victor Samuel P??rez If was president: . Marijuana & prostitution was legalized. . Immigration laws would be destroyed. . George Bush would hate me forever.""",yes,2,3,yes,yes,no,,2,,1,-3,1789589a6d2bba0f09d768f8f3445be5
"/Matthew's gonna be our next black president./"" - Victor Samuel P??rez If was president: . Marijuana & prostitution was legalized. . Immigration laws would be destroyed. . George Bush would hate me forever.""",no,0,3,yes,yes,no,,2,,1,-3,1789589a6d2bba0f09d768f8f3445be5
"/Mitsubishis and all those other cars that all you racers have nowadays are just toys. Go get yourselves real cars you jackoffs!/"" -my biology professor""",no,0,3,yes,yes,no,,2,,2,-1,61e7f6145fd03d709cabbde3faf33412
"/Mitsubishis and all those other cars that all you racers have nowadays are just toys. Go get yourselves real cars you jackoffs!/"" -my biology professor""",yes,3,3,yes,yes,no,,2,,2,-1,61e7f6145fd03d709cabbde3faf33412
"/Mitsubishis and all those other cars that all you racers have nowadays are just toys. Go get yourselves real cars you jackoffs!/"" -my biology professor""",mixed,0,3,yes,yes,no,,2,,2,-1,61e7f6145fd03d709cabbde3faf33412
"/Sin is occasioned precisely by the fact that man refuses to admit his 'creatureliness' and to acknowledge himself as merely member of total unity of life. He pretends to be more than he is./"" - Reinhold Niebuhr""",yes,3,3,yes,No,no,,NA,,1,-2,8da2d8c46591e28d575d5cc983ada549
"/Sin is occasioned precisely by the fact that man refuses to admit his 'creatureliness' and to acknowledge himself as merely member of total unity of life. He pretends to be more than he is./"" - Reinhold Niebuhr""",mixed,0,3,yes,No,no,,NA,,1,-2,8da2d8c46591e28d575d5cc983ada549
"/Sin is occasioned precisely by the fact that man refuses to admit his 'creatureliness' and to acknowledge himself as merely member of total unity of life. He pretends to be more than he is./"" - Reinhold Niebuhr""",no,0,3,yes,No,no,,NA,,1,-2,8da2d8c46591e28d575d5cc983ada549
"/So come on and shine with me Like the beautiful star you are And leave it behind with me Cause forever is not that far.../"" < < < < Diana Campero Vigueras < < < < """,yes,3,3,yes,No,no,,NA,,3,-1,1729ac1c5673a08e2d6b6326f5ad5537
"/So come on and shine with me Like the beautiful star you are And leave it behind with me Cause forever is not that far.../"" < < < < Diana Campero Vigueras < < < < """,no,0,3,yes,No,no,,NA,,3,-1,1729ac1c5673a08e2d6b6326f5ad5537
"/So come on and shine with me Like the beautiful star you are And leave it behind with me Cause forever is not that far.../"" < < < < Diana Campero Vigueras < < < < """,mixed,0,3,yes,No,no,,NA,,3,-1,1729ac1c5673a08e2d6b6326f5ad5537
"/The world is governed by very different personages from what is imagined by those who are not behind the scenes./"" - Benjamin Disraeli",mixed,0,3,yes,No,no,,NA,,1,-1,8a1c6e4eb35abbf1ae252628fca46cdb
"/The world is governed by very different personages from what is imagined by those who are not behind the scenes./"" - Benjamin Disraeli",yes,3,3,yes,No,no,,NA,,1,-1,8a1c6e4eb35abbf1ae252628fca46cdb
"/The world is governed by very different personages from what is imagined by those who are not behind the scenes./"" - Benjamin Disraeli",no,0,3,yes,No,no,,NA,,1,-1,8a1c6e4eb35abbf1ae252628fca46cdb
"/There is an evil tendency underlying all our technology - the tendency to do what is reasonable even when it isn't any good./"" -- Robert Pirsig""",mixed,0,3,yes,yes,no,,2,,3,-3,938a5bb332c15ab321ce4c567d31d6a4
"/There is an evil tendency underlying all our technology - the tendency to do what is reasonable even when it isn't any good./"" -- Robert Pirsig""",no,0,3,yes,yes,no,,2,,3,-3,938a5bb332c15ab321ce4c567d31d6a4
"/There is an evil tendency underlying all our technology - the tendency to do what is reasonable even when it isn't any good./"" -- Robert Pirsig""",yes,3,3,yes,yes,no,,2,,3,-3,938a5bb332c15ab321ce4c567d31d6a4
"/What do you want from humanity? Are we hollowed and stained? Maybe we're all just useless or maybe we're all INSANE.../""""",yes,3,3,yes,yes,yes,y,2,all-or-nothing,1,-2,ab46b30d5f936aa0c0749b9fc45db42f
"/What do you want from humanity? Are we hollowed and stained? Maybe we're all just useless or maybe we're all INSANE.../""""",no,0,3,yes,yes,yes,y,2,all-or-nothing,1,-2,ab46b30d5f936aa0c0749b9fc45db42f
"/What do you want from humanity? Are we hollowed and stained? Maybe we're all just useless or maybe we're all INSANE.../""""",mixed,0,3,yes,yes,yes,y,2,all-or-nothing,1,-2,ab46b30d5f936aa0c0749b9fc45db42f
"# , , , , , , , , You thought you were oh so clever with your number! Well, copy and pasted so THERE. BTW, how big is your ladle? ;) Anywho, can you believe thought you were the quiet one in your family??! Just goes to show first impressions mean nothing :) loves you likes sista and we need to plan another sleepover. With Batman, Robin, and Sam ;)",mixed,0,3,yes,No,no,,NA,,3,-1,6262f9ea246e00408561aa9a73c49175
"# , , , , , , , , You thought you were oh so clever with your number! Well, copy and pasted so THERE. BTW, how big is your ladle? ;) Anywho, can you believe thought you were the quiet one in your family??! Just goes to show first impressions mean nothing :) loves you likes sista and we need to plan another sleepover. With Batman, Robin, and Sam ;)",yes,3,3,yes,No,no,,NA,,3,-1,6262f9ea246e00408561aa9a73c49175
"# , , , , , , , , You thought you were oh so clever with your number! Well, copy and pasted so THERE. BTW, how big is your ladle? ;) Anywho, can you believe thought you were the quiet one in your family??! Just goes to show first impressions mean nothing :) loves you likes sista and we need to plan another sleepover. With Batman, Robin, and Sam ;)",no,0,3,yes,No,no,,NA,,3,-1,6262f9ea246e00408561aa9a73c49175
< |I'm gonna live|I'm gonna survive|Don't want the world to pass me by|I'm gonna dream|I aint gonna die|Thinking my life was just lie|I wanna be loved| <,yes,2,4,yes,yes,no,y,3,,4,-3,cb02460576e27f95654a9a0ef548fe5b
< |I'm gonna live|I'm gonna survive|Don't want the world to pass me by|I'm gonna dream|I aint gonna die|Thinking my life was just lie|I wanna be loved| <,no,1,4,yes,yes,no,y,3,,4,-3,cb02460576e27f95654a9a0ef548fe5b
< |I'm gonna live|I'm gonna survive|Don't want the world to pass me by|I'm gonna dream|I aint gonna die|Thinking my life was just lie|I wanna be loved| <,mixed,1,4,yes,yes,no,y,3,,4,-3,cb02460576e27f95654a9a0ef548fe5b
"||Don?'t ask what the world needs. Ask what makes you come alive, and go do it. Because what the world needs is people who have come alive.|| ~Howard Thurman ????-????-???",yes,0,3,no,No,no,,NA,,1,-1,cb02460576e27f95654a9a0ef548fe5b
"||Don?'t ask what the world needs. Ask what makes you come alive, and go do it. Because what the world needs is people who have come alive.|| ~Howard Thurman ????-????-???",no,3,3,no,No,no,,NA,,1,-1,cb02460576e27f95654a9a0ef548fe5b
"||Don?'t ask what the world needs. Ask what makes you come alive, and go do it. Because what the world needs is people who have come alive.|| ~Howard Thurman ????-????-???",mixed,0,3,no,No,no,,NA,,1,-1,cb02460576e27f95654a9a0ef548fe5b
"||if home's where my heart is then I'm out of place| Lord, won't You give me strength to make it through somehow| I've never been more homesick than now| help me Lord, cuz don't understand Your ways...|| <",no,0,3,yes,yes,no,,2,,1,-3,cb02460576e27f95654a9a0ef548fe5b
"||if home's where my heart is then I'm out of place| Lord, won't You give me strength to make it through somehow| I've never been more homesick than now| help me Lord, cuz don't understand Your ways...|| <",yes,3,3,yes,yes,no,,2,,1,-3,cb02460576e27f95654a9a0ef548fe5b
"||if home's where my heart is then I'm out of place| Lord, won't You give me strength to make it through somehow| I've never been more homesick than now| help me Lord, cuz don't understand Your ways...|| <",mixed,0,3,yes,yes,no,,2,,1,-3,cb02460576e27f95654a9a0ef548fe5b
"A message intended for those people who attended the prom (and more specifically, have seen pictures of) last night: well done all of you, have yet to see photograph of anyone looking anything but splendid! Hope you all enjoyed yourselves too. :) xx",yes,1,24,no,No,no,,NA,,4,-1,71469de066cfab67bc4463ef1a74ba25
"A message intended for those people who attended the prom (and more specifically, have seen pictures of) last night: well done all of you, have yet to see photograph of anyone looking anything but splendid! Hope you all enjoyed yourselves too. :) xx",mixed,0,24,no,No,no,,NA,,4,-1,71469de066cfab67bc4463ef1a74ba25
"A message intended for those people who attended the prom (and more specifically, have seen pictures of) last night: well done all of you, have yet to see photograph of anyone looking anything but splendid! Hope you all enjoyed yourselves too. :) xx",no,23,24,no,No,no,,NA,,4,-1,71469de066cfab67bc4463ef1a74ba25
a surefire way you need more drunk facebook friendds = get drunk and see that everyones status update is from - hours ago...,yes,2,3,yes,No,no,,NA,,2,-2,d5e8a963a3a0a885e1050d89f6ddd476
a surefire way you need more drunk facebook friendds = get drunk and see that everyones status update is from - hours ago...,mixed,0,3,yes,No,no,,NA,,2,-2,d5e8a963a3a0a885e1050d89f6ddd476
a surefire way you need more drunk facebook friendds = get drunk and see that everyones status update is from - hours ago...,no,1,3,yes,No,no,,NA,,2,-2,d5e8a963a3a0a885e1050d89f6ddd476
"A week without Facebook really isn't such bad thing. It's not so bad not having to worry about what everyone is doing all the time. Anyway, camped at Padre Island yesterday. think sand has become part of my DNA...",mixed,0,3,yes,No,no,,NA,,1,-4,2fba0f9dccc84f3516d8b553426af527
"A week without Facebook really isn't such bad thing. It's not so bad not having to worry about what everyone is doing all the time. Anyway, camped at Padre Island yesterday. think sand has become part of my DNA...",no,0,3,yes,No,no,,NA,,1,-4,2fba0f9dccc84f3516d8b553426af527
"A week without Facebook really isn't such bad thing. It's not so bad not having to worry about what everyone is doing all the time. Anyway, camped at Padre Island yesterday. think sand has become part of my DNA...",yes,3,3,yes,No,no,,NA,,1,-4,2fba0f9dccc84f3516d8b553426af527
"a word to the wise do NOT piss off the guy who, not only knows more about computers than you, is fixing your computer; youll get very nasty surprise",mixed,0,3,yes,yes,no,,2,,1,-4,d4c98fcaa23c3da6a9cb4297e9574ae9
"a word to the wise do NOT piss off the guy who, not only knows more about computers than you, is fixing your computer; youll get very nasty surprise",no,0,3,yes,yes,no,,2,,1,-4,d4c98fcaa23c3da6a9cb4297e9574ae9
